Bill Name,Summary,Representative,Committee,Preamble,Word Link
S. 48,Equality of rights; US Constitution,Davis,Judiciary.,A JOINT RESOLUTION TO RATIFY A PROPOSED AMENDMENT TO THE CONSTITUTION OF THE UNITED STATES OF AMERICA PROVIDING THAT EQUALITY OF RIGHTS UNDER THE LAW MUST NOT BE DENIED OR ABRIDGED ON ACCOUNT OF SEX.,https://www.scstatehouse.gov/sess126_2025-2026/bills/48.docx
S. 49,Transfer on Death Deed,Davis,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 27-1-80 SO AS TO ESTABLISH A TRANSFER ON DEATH FOR REAL PROPERTY.,https://www.scstatehouse.gov/sess126_2025-2026/bills/49.docx
S. 50,Academic Choice in Education (ACE),Davis,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 42 TO CHAPTER 6, TITLE 12 SO AS TO ALLOW AN INCOME TAX CREDIT FOR CONTRIBUTIONS TO A SCHOLARSHIP FUNDING ORGANIZATION THAT PROVIDES GRANTS FOR STUDENTS TO ATTEND CERTAIN INDEPENDENT AND HOME SCHOOLS, TO SPECIFY THE MANNER IN WHICH THE CREDIT IS CLAIMED, TO SPECIFY THE PROCESS BY WHICH CERTAIN ORGANIZATIONS AND SCHOOLS BECOME ELIGIBLE, TO SPECIFY CERTAIN INFORMATION WHICH MUST BE MADE PUBLIC, AND TO ALLOW THE STATE TREASURER AND DEPARTMENT OF REVENUE TO ENFORCE THE PROVISIONS OF THE CREDIT; AND BY REPEALING SECTION 12-6-3790 RELATING TO EDUCATIONAL CREDIT FOR EXCEPTIONAL NEEDS CHILDREN'S FUND.",https://www.scstatehouse.gov/sess126_2025-2026/bills/50.docx
S. 51,Public Service Authority RFP for V.C. Summer,Davis,Judiciary.,"A JOINT RESOLUTION TO ENCOURAGE SANTEE COOPER TO ISSUE A REQUEST FOR PROPOSAL TO SOLICIT PROPOSALS ON UTILIZING ASSETS ASSOCIATED WITH V.C. SUMMER UNITS 2 AND 3, AND FOR CONSIDERATIONS RELATED TO A REQUEST FOR PROPOSAL.",https://www.scstatehouse.gov/sess126_2025-2026/bills/51.docx
S. 52,Driving under the influence,Davis,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-2930, RELATING TO OPERATING MOTOR VEHICLES WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS, SO AS TO AMEND THE PENALTY PROVISIONS TO PERMIT SENTENCES OF BOTH FINES AND INCARCERATION AND TO REQUIRE CONVICTED PERSONS TO ATTEND DUI VICTIM IMPACT PANELS; BY AMENDING SECTION 56-5-2933, RELATING TO DRIVING WITH UNLAWFUL ALCOHOL CONCENTRATIONS, SO AS TO PERMIT SENTENCES OF BOTH FINES AND INCARCERATION AND TO REQUIRE CONVICTED PERSONS TO ATTEND DUI VICTIM IMPACT PANELS; BY AMENDING SECTION 56-5-2941, RELATING TO IGNITION INTERLOCK DEVICES, SO AS TO DELETE THE PROVISION THAT PROVIDES NOTHING IN THE SECTION REQUIRES INSTALLATION OF IGNITION INTERLOCK DEVICES PRIOR TO CONTESTED CASE HEARINGS; BY AMENDING SECTION 56-5-2945, RELATING TO THE OFFENSE OF FELONY DRIVING UNDER THE INFLUENCE, SO AS TO CREATE THE OFFENSE OF FELONY DRIVING UNDER THE INFLUENCE SECOND DEGREE, ESTABLISH PENALTIES, AND DEFINE THE TERM ""MODERATE BODILY INJURY""; BY AMENDING SECTION 56-5-2947, RELATING TO CHILD ENDANGERMENT, SO AS TO INCLUDE THE OFFENSES OF RECKLESS VEHICULAR HOMICIDE AND RECKLESS DRIVING AS VIOLATIONS SUBJECT TO A CHARGE OF CHILD ENDANGERMENT; BY AMENDING SECTION 56-5-2950, RELATING TO IMPLIED CONSENT TO TESTING FOR ALCOHOL OR DRUGS, SO AS TO REVISE THE CIRCUMSTANCES, PROCEDURES TO BE FOLLOWED, AND TEST SITES THAT CAN BE USED WHEN PERSONS ARE SUBJECTED TO TESTS FOR ALCOHOL OR DRUGS, TO PROVIDE THAT LABORATORY TECHNICIANS, PHLEBOTOMISTS, AND EMERGENCY MEDICAL TECHNICIANS MAY OBTAIN BLOOD OR URINE SAMPLES, TO REVISE THE PERIOD OF SUSPENSIONS OF DRIVING PRIVILEGES THAT MUST BE IMPOSED FOR FAILURE IF PERSONS REFUSE TO BE TESTED AND IF PERSONS HAVE CERTAIN ALCOHOL CONCENTRATIONS, TO REVISE THE PROVISION THAT ESTABLISHES ALCOHOL CONCENTRATIONS, AND TO DELETE THE PROVISION RELATING TO PERSONS INCAPABLE OF REFUSING TO CONSENT TO TESTS; BY AMENDING SECTION 56-5-2951, RELATING TO SUSPENSION OF LICENSES FOR REFUSAL TO SUBMIT TO TESTING OR FOR CERTAIN LEVELS OF ALCOHOL CONCENTRATIONS, SO AS TO PROVIDE THAT PERSONS ISSUED LICENSE SUSPENSIONS MAY INSTALL IGNITION INTERLOCK DEVICES WITHIN THIRTY DAYS AND OBTAIN TEMPORARY DRIVERS' LICENSES WITH IGNITION INTERLOCK RESTRICTIONS, AND TO PROVIDE THAT PERSONS WHO REFUSE TO SUBMIT TO CHEMICAL TESTS MUST HAVE THEIR DRIVERS' LICENSES SUSPENDED FOR ONE YEAR FOR A FIRST OFFENSE, AND TO PROVIDE INCREASED SUSPENSIONS FOR SUBSEQUENT OFFENSES, OR IF PERSONS TAKE THE TESTS AND REGISTER ALCOHOL CONCENTRATIONS OF OVER FIFTEEN ONE-HUNDREDTH OF ONE PERCENT OR MORE, THAT THEIR LICENSES ARE SUSPENDED FOR TWO MONTHS; BY AMENDING SECTION 56-5-2953, RELATING TO INCIDENT SITES AND BREATH TEST SITES FOR VIDEO RECORDING, SO AS TO PROVIDE THAT NOTHING IN THIS SECTION MAY BE CONSTRUED TO COMPEL OR AUTHORIZE A DISMISSAL OF A DUI OFFENSE IF THE OFFICERS SUBSTANTIALLY COMPLY WITH THE STATUTE AND THAT MOTIONS FOR SUPPRESSION OF EVIDENCE UNDER THE STATUTE MUST BE MADE PRIOR TO JEOPARDY ATTACHING; BY AMENDING SECTION 56-5-2920, RELATING TO RECKLESS DRIVING, SO AS TO CREATE THE OFFENSES OF FELONY RECKLESS DRIVING WITH GREAT BODILY INJURY AND RECKLESS DRIVING RESULTING IN MODERATE BODILY INJURY AND TO ESTABLISH PENALTIES; BY ADDING SECTION 56-5-2960 SO AS TO PROVIDE THAT PERSONS CONVICTED OF FELONY DRIVING UNDER THE INFLUENCE CAUSING THE DEATH OR DISABILITY OF PARENTS OR GUARDIANS MAY BE ORDERED TO PAY CHILD SUPPORT AS RESTITUTION FOR THE DURATION OF ANY PROBATION ORDERED, PERFORM COMMUNITY SERVICE, OR BOTH; BY AMENDING SECTION 56-1-286, RELATING TO THE SUSPENSION OF LICENSES OR PERMITS OR THE DENIAL OF ISSUANCE OF LICENSES OR PERMITS TO PERSONS UNDER THE AGE OF TWENTY-ONE WHO DRIVE MOTOR VEHICLES WITH CERTAIN ALCOHOL CONCENTRATIONS, SO AS TO PROVIDE THAT PERSONS ISSUED NOTICES OF SUSPENSIONS MAY OBTAIN TEMPORARY LICENSES WITH IGNITION INTERLOCK RESTRICTIONS; AND BY AMENDING SECTION 56-1-400, RELATING TO THE SURRENDER OF LICENSES, SO AS TO REMOVE THE PROVISION THAT NOTHING IN THIS SECTION REQUIRES PERSONS OBTAIN IGNITION INTERLOCKS UNLESS THE OFFENSES ARE ALCOHOL RELATED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/52.docx
S. 53,Compassionate Care Act,Davis,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA COMPASSIONATE CARE ACT"" BY ADDING ARTICLE 20 TO CHAPTER 53, TITLE 44 SO AS TO PROVIDE FOR THE SALE OF CANNABIS PRODUCTS FOR THERAPEUTIC USE AND THE CONDITIONS UNDER WHICH A SALE CAN OCCUR; BY ADDING SECTION 56-5-3910 SO AS TO PROVIDE THAT IT IS UNLAWFUL FOR A DRIVER OF A MOTOR VEHICLE TO VAPORIZE CANNABIS PRODUCTS AS DEFINED IN SECTION 44-53-2010 WHILE OPERATING THE MOTOR VEHICLE AND TO PROVIDE PENALTIES; BY AMENDING SECTIONS 44-53-1810, 44-53-1820, AND 44-53-1830, ALL RELATING TO ""JULIAN'S LAW,"" SO AS TO MAKE CONFORMING CHANGES; BY REPEALING ARTICLE 4 OF CHAPTER 53, TITLE 44 RELATING TO CONTROLLED SUBSTANCES THERAPEUTIC RESEARCH; AND FOR OTHER PURPOSES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/53.docx
S. 54,Medical Informed Consent,Martin,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""MEDICAL INFORMED CONSENT ACT""; BY ADDING SECTION 16-17-780 SO AS TO PROVIDE THAT IT IS UNLAWFUL FOR ANY PERSON, CORPORATION, HIGHER LEARNING INSTITUTION, OR THE STATE TO IMPLEMENT A VACCINE MANDATE AND TO PROVIDE PENALTIES; BY ADDING SECTION 41-1-55 SO AS TO PROHIBIT EMPLOYERS FROM TAKING ADVERSE ACTION AGAINST INDIVIDUALS WHO DECLINE TO RECEIVE A VACCINE AND TO PROVIDE PENALTIES; BY AMENDING SECTION 40-43-86, RELATING TO FACILITY REQUIREMENTS FOR PHARMACIES AND PRESCRIPTION DRUG ORDERS, SO AS TO PROVIDE CONDITIONS UNDER WHICH A PHARMACIST MAY REFUSE TO FILL A PRESCRIPTION; BY AMENDING SECTION 44-1-100, RELATING TO ASSISTANCE FROM PEACE AND HEALTH OFFICERS, SO AS TO REMOVE THE PROVISION THAT THE PUBLIC SAFETY AUTHORITY MAY REQUEST ASSISTANCE FROM THE STATE NATIONAL GUARD IN ENFORCING QUARANTINE MEASURES; BY AMENDING SECTION 44-4-130, RELATING TO PUBLIC HEALTH DEFINITIONS, SO AS TO PROVIDE DEFINITIONS OF ""GENE THERAPY"" AND ""VACCINE"" AND TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 44-4-510, RELATING TO PHYSICAL EXAMINATIONS AND ISOLATION OR QUARANTINE OF PERSONS REFUSING EXAMINATION, SO AS TO PROVIDE THAT THE DEPARTMENT MAY ISOLATE A SYMPTOMATIC PERSON OR PERSON WHO HAS BEEN EXPOSED TO THE CONTAGIOUS DISEASE FOR WHICH A PUBLIC HEALTH EMERGENCY HAS BEEN DECLARED; BY AMENDING SECTION 44-4-520, RELATING TO VACCINATIONS AND TREATMENT, SO AS TO PROVIDE THAT THE DEPARTMENT MUST MONITOR THE SAFETY AND EFFICACY OF VACCINES, TESTS, AND TREATMENTS; BY AMENDING SECTION 44-4-530, RELATING TO ISOLATION AND QUARANTINE OF INDIVIDUALS OR GROUPS, AS WELL AS PENALTIES FOR NONCOMPLIANCE, SO AS TO PROVIDE A TIME LIMIT OF TWENTY-ONE DAYS FOR A QUARANTINED ASYMPTOMATIC PERSON; BY AMENDING SECTION 44-4-540, RELATING TO ISOLATION AND QUARANTINE PROCEDURES, SO AS TO CHANGE PROCEDURES; AND BY AMENDING SECTION 44-4-570, RELATING TO EMERGENCY POWERS REGARDING LICENSING OF HEALTH PERSONNEL, SO AS TO REMOVE THE REQUIREMENT THAT STATE HEALTH CARE PROVIDERS ASSIST IN THE PERFORMANCE OF VACCINATIONS AS A CONDITION OF LICENSURE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/54.docx
S. 55,"Early Release, Community Supervision, and Credits",Allen,Corrections and Penology.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 24-13-150, RELATING TO EARLY RELEASE, DISCHARGE, COMMUNITY SUPERVISION, LIMITATIONS, FORFEITURE OF CREDITS, SO AS TO PROVIDE FOR A REDUCTION IN THE SENTENCE OF AN INMATE CONVICTED OF CERTAIN ""NO PAROLE OFFENSES"" UPON SATISFYING CERTAIN CONDITIONS; BY AMENDING SECTION 24-13-210, RELATING TO GOOD BEHAVIOR CREDITS, SO AS TO PROVIDE FOR A REDUCTION IN THE SENTENCE OF AN INMATE CONVICTED OF CERTAIN ""NO PAROLE OFFENSES"" UPON THE INMATE'S SATISFYING CERTAIN CONDITIONS; AND BY AMENDING SECTION 24-13-230, RELATING TO THE REDUCTION OF A SENTENCE FOR PRODUCTIVE DUTY ASSIGNMENT OR PARTICIPATION IN AN ACADEMIC, TECHNICAL, OR VOCATIONAL TRAINING PROGRAM, SO AS TO PROVIDE FOR A REDUCTION IN THE SENTENCE OF AN INMATE CONVICTED OF CERTAIN ""NO PAROLE OFFENSES"" UPON THE INMATE'S SATISFYING CERTAIN CONDITIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/55.docx
S. 56,Ejectment of Tenants Verdict,Allen,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 27-37-100, RELATING TO THE EFFECT OF VERDICT FOR PLAINTIFF, SO AS TO SEAL THE EJECTMENT OF THE PLAINTIFF FROM PUBLIC RECORD.",https://www.scstatehouse.gov/sess126_2025-2026/bills/56.docx
S. 57,Provide Penalties for Hate Crimes,Allen,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-3-2410; BY AMENDING SECTION 16-11-510, RELATING TO MALICIOUS INJURY TO ANIMALS AND OTHER PERSONAL PROPERTY, SO AS TO REVISE THE PENALTIES FOR MALICIOUS INJURY TO PERSONAL PROPERTY; AND BY AMENDING SECTION 16-11-520, RELATING TO MALICIOUS INJURY TO A TREE, HOUSE, OUTSIDE FENCE, OR FIXTURE AND TRESPASS UPON REAL PROPERTY, SO AS TO REVISE THE PENALTIES FOR MALICIOUS INJURY TO REAL PROPERTY AND TO PROVIDE ADDITIONAL PENALTIES FOR PERSONS WHO MALICIOUSLY INJURE PERSONAL OR REAL PROPERTY OF ANOTHER PERSON WITH THE INTENT TO ASSAULT, INTIMIDATE, OR THREATEN THAT PERSON.",https://www.scstatehouse.gov/sess126_2025-2026/bills/57.docx
S. 58,Teacher Salary Requirements,Allen,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-20-50, RELATING TO STATE CONTRIBUTION LEVEL REQUIREMENTS, SO AS TO REQUIRE EACH TEACHER TO BE PAID THE NATIONAL AVERAGE TEACHER SALARY INSTEAD OF THE SOUTHEASTERN AVERAGE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/58.docx
S. 59,Increased Penalties for Driving Without a License,Bennett,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-1-440, RELATING TO PENALTIES FOR DRIVING WITHOUT LICENSE, SO AS TO INCREASE THE PENALTIES FOR DRIVING WITHOUT A LICENSE AND MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/59.docx
S. 60,Local entity secured deposits,Bennett,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 6-5-15, RELATING TO SECURING DEPOSITS OF FUNDS BY LOCAL ENTITIES, SO AS TO INCLUDE PROVISIONS CONCERNING CREDIT UNIONS AND THE NATIONAL CREDIT UNION SHARE INSURANCE FUND.",https://www.scstatehouse.gov/sess126_2025-2026/bills/60.docx
S. 61,Taxation on boats,Bennett and Hutto,"Fish, Game and Forestry.","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING ARTICLE 1 OF CHAPTER 23, TITLE 50, RELATING TO THE TITLING OF WATERCRAFT AND OUTBOARD MOTORS, SO AS TO DELETE THE REQUIREMENT THAT OUTBOARD MOTORS BE TITLED; BY AMENDING SECTION 50-23-345, RELATING TO A TEMPORARY CERTIFICATE OF NUMBER, SO AS TO MAKE A CONFORMING CHANGE; BY AMENDING SECTION 50-23-375, RELATING TO A VALIDATION DECAL, SO AS TO MAKE A CONFORMING CHANGE; BY AMENDING SECTION 12-37-3210, RELATING TO TAX NOTICES FOR BOATS AND BOAT MOTORS, SO AS TO MAKE A CONFORMING CHANGE; AND BY ADDING ARTICLE 5 TO CHAPTER 23, TITLE 50 SO AS TO PROVIDE FOR THE REGISTRATION OF WATERCRAFT AND OUTBOARD MOTORS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/61.docx
S. 62,Education Scholarship Trust Fund,Hembree and Rice,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-8-110, RELATING TO DEFINITIONS, SO AS TO DEFINE NECESSARY TERMS; BY AMENDING SECTION 59-8-115, RELATING TO THE STANDARD APPLICATION PROCESS, SO AS TO PROVIDE REQUIREMENTS FOR STUDENTS AND SCHOOLS SEEKING TO PARTICIPATE IN THE PROGRAM; BY AMENDING SECTION 59-8-120, RELATING TO ADMINISTRATION OF FUND, SO AS TO PROVIDE FOR THE ADMINISTRATION OF THE K-12 EDUCATION LOTTERY SCHOLARSHIP; BY AMENDING SECTION 59-8-125, RELATING TO FUNDS TO CREATE, OVERSEE, AND THE ADMINISTER PROGRAM, SUSPENSION OF ACCOUNTS, UNUSED FUNDS, AND TERMINATION OF SCHOLARSHIPS, SO AS TO APPROPRIATE FUNDS FOR THE SCHOLARSHIP PROGRAM FROM THE SOUTH CAROLINA EDUCATION LOTTERY ACCOUNT; BY AMENDING SECTION 59-8-130, RELATING TO TERMINATION OF SCHOLARSHIP STUDENT'S PROGRAM;  NOTIFICATION, SO AS TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 59-8-135, RELATING TO LIMITATIONS ON SCHOLARSHIPS, SO AS TO PROVIDE LIMITATIONS ON THE NUMBER OF SCHOLARSHIPS THAT MAY BE AWARDED; BY AMENDING SECTION 59-8-140, RELATING TO THE APPLICATION APPROVAL PROCESS FOR EDUCATION SERVICE PROVIDERS, SO AS TO PROVIDE THAT AN EDUCATION SERVICE PROVIDER MUST CERTIFY ANNUALLY TO THE DEPARTMENT THAT IT MEETS ALL PROGRAM REQUIREMENTS; BY AMENDING SECTION 59-8-145, RELATING TO PROCEDURES TO INFORM STUDENTS AND THEIR PARENTS OF ELIGIBILITY AND APPROVED EDUCATION SERVICE PROVIDERS, SO AS TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 59-8-150, RELATING TO REQUIREMENTS FOR EDUCATION SERVICE PROVIDERS, DEPARTMENT, AND EDUCATION OVERSIGHT COMMITTEE, SO AS TO PROVIDE THAT THE SURETY BOND IS REQUIRED OF EDUCATION SERVICE PROVIDERS WHO EXCEED FIFTY THOUSAND DOLLARS IN QUALIFYING EXPENSES AND TO MAKE CONFORMING CHANGES; BY AMENDING SECTION 59-8-160, RELATING TO THE K-12 EDUCATION LOTTERY SCHOLARSHIP REVIEW PANEL, SO AS TO PROVIDE FOR ITS COMPOSITION AND PURPOSES; BY AMENDING SECTION 59-8-165, RELATING TO STUDENT TRANSFER POLICY, SO AS TO CLARIFY STUDENT TRANSFER REQUIREMENTS; BY AMENDING SECTION 59-8-170, RELATING TO IMMEDIATE PARTICIPATION IN A SPORT BY A TRANSFER SCHOLARSHIP STUDENT, SO AS TO MAKE CONFORMING CHANGES ; AND BY AMENDING SECTION 59-150-350, RELATING TO THE EDUCATION LOTTERY ACCOUNT MANAGEMENT, SO AS TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/62.docx
S. 63,Agency Employee Salary,Hembree,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 8-11-165, RELATING TO SALARY AND FRINGE BENEFIT SURVEY FOR AGENCY HEADS, LIMITS ON SALARIES OF AGENCY EMPLOYEES AND PRESIDENTS OF A TECHNICAL COLLEGE, AGENCY HEAD SALARY ADJUSTMENTS, AND NEW MEMBERS OF AGENCY GOVERNING BOARDS, SO AS TO REMOVE THE MAXIMUM LIMITS OF COMPENSATION FOR AN EMPLOYEE OF AN AGENCY REVIEWED BY THE AGENCY HEAD SALARY COMMISSION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/63.docx
S. 64,Income Tax Deduction,Hembree,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-6-1172 SO AS TO ALLOW A SOUTH CAROLINA INCOME TAX DEDUCTION OF ALL MILITARY RETIREMENT OR FIRST RESPONDER RETIREMENT INCOME; AND BY AMENDING SECTION 12-6-1170, RELATING TO RETIREMENT INCOME DEDUCTION FROM TAXABLE INCOME FOR INDIVIDUAL, SO AS TO MAKE A CONFORMING CHANGE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/64.docx
S. 65,Electronic Communication Device in the Classroom,Hembree,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-63-280, RELATING TO WIRELESS ELECTRONIC COMMUNICATION DEVICES  AND THE ADOPTION OF POLICIES ADDRESSING STUDENT AND EMPLOYEE POSSESSION, SO AS TO PROHIBIT THE USE OF A PERSONAL WIRELESS ELECTRONIC COMMUNICATION DEVICE IN CLASSROOMS DURING PERIODS OF ACADEMIC INSTRUCTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/65.docx
S. 66,interscholastic athletic association,Hembree,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-63-105 SO AS TO PROVIDE THAT ANY INTERSCHOLASTIC ATHLETIC ASSOCIATION, BODY, OR ENTITY THAT A PUBLIC SCHOOL DISTRICT JOINS MUST PROVIDE IN THEIR CONSTITUTION, RULES OR POLICIES A RANGE OF SANCTIONS FOR VIOLATIONS; TO GUARANTEE THAT INDEPENDENT OR CHARTER SCHOOLS ARE AFFORDED THE SAME RIGHTS AND PRIVILEGES ENJOYED BY ALL MEMBERS; TO GUARANTEE A HOME SCHOOL ATHLETIC TEAM MAY NOT BE DENIED ACCESS TO PRESEASON AND REGULAR SEASON INTERSCHOLASTIC ATHLETICS; TO PROHIBIT THE USE OF NAME, IMAGE, LIKENESS, OR OTHER COMPENSATION FOR PLAY; TO ESTABLISH A PENALTY FREE TRANSFER WINDOW TWICE A YEAR AND PROVIDING PENALTIES FOR OTHER TRANSFERS; TO ESTABLISH A DIRECT AND IMMEDIATE APPEAL PROCESS TO A PANEL CONSISTING OF THIRTEEN MEMBERS; AND TO PROVIDE THAT A PUBLIC SCHOOL MAY NOT AFFILIATE OR BECOME A MEMBER OF AN ASSOCIATION, BODY OR ENTITY THAT FAILS TO INCLUDE THESE ITEMS; AND BY AMENDING SECTION 59-39-160, RELATING TO INTERSCHOLASTIC ACTIVITIES, REQUIREMENTS FOR PARTICIPATION, MONITORING, PARTICIPATION BY HANDICAPPED, AND WAIVERS, SO AS TO THAT THE STATE DEPARTMENT OF EDUCATION AND THE DEPARTMENT OF EDUCATION'S DETERMINATIONS OF ELIGIBILITY UNDER THIS SECTION ARE BINDING ON A INTERSCHOLASTIC ATHLETIC ASSOCIATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/66.docx
S. 67,Attorney General Retirement,Hembree,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 9-8-10(17), RELATING TO DEFINITIONS, SO AS TO INCLUDE THE ATTORNEY GENERAL OF THIS STATE IN THE DEFINITION OF ""SOLICITOR"" AND TO MAKE THE NECESSARY PROVISIONS FOR THE ATTORNEY GENERAL TO BECOME A MEMBER OF THE SYSTEM; AND BY AMENDING SECTION 9-8-40(1), RELATING TO MEMBERSHIP IN SYSTEM AND CESSATION OF MEMBERSHIP, SO AS TO ALLOW THE ATTORNEY GENERAL SERVING ON JULY 1, 2024 TO ELECT TO BECOME A MEMBER.",https://www.scstatehouse.gov/sess126_2025-2026/bills/67.docx
S. 68,Political Signs,Hembree,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 27-30-180 SO AS TO PROVIDE A HOMEOWNERS ASSOCIATION THE ABILITY TO ADOPT AND ENFORCE RULES RELATING TO POLITICAL SIGNS PROVIDED THOSE RULES MEET CRITERIA DESIGNATED BY THIS SECTION .,https://www.scstatehouse.gov/sess126_2025-2026/bills/68.docx
S. 69,Lodging Accommodations Ejectment,Hembree,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 27-40-120, RELATING TO THE PURPOSES AND RULES OF CONSTRUCTION FOR THE RESIDENTIAL LANDLORD AND TENANT ACT, SO AS TO EXEMPT CERTAIN TENANCIES FROM THE ACT; BY ADDING SECTION 45-2-65 SO AS TO AUTHORIZE AN INNKEEPER TO REQUEST ASSISTANCE FROM LAW ENFORCEMENT TO EJECT A PERSON AND TO PROVIDE THAT A PERSON EJECTED FROM A CAMPGROUND HAS TEN DAYS TO MAKE A CLAIM FOR PROPERTY LEFT AT THE TIME OF EJECTMENT; BY ADDING SECTION 27-37-200 SO AS TO PROVIDE THAT A PROPERTY OWNER MAY REQUEST FROM THE SHERIFF IMMEDIATE REMOVAL OF A PERSON UNLAWFULLY OCCUPYING A RESIDENTIAL DWELLING PURSUANT TO THIS SECTION PROVIDED CERTAIN CONDITIONS ARE MET; BY ADDING SECTION 16-11-785 SO AS TO PROVIDE THAT A PERSON WHO UNLAWFULLY DETAINS OR OCCUPIES OR TRESPASSES UPON A RESIDENTIAL DWELLING AND WHO INTENTIONALLY DAMAGES THE DWELLING CAUSING MORE THAN ONE THOUSAND DOLLARS IN DAMAGE IS GUILTY OF A FELONY; BY ADDING SECTION 16-11-790 SO AS TO PROVIDE THAT A PERSON WHO LISTS OR ADVERTISES RESIDENTIAL REAL PROPERTY FOR SALE KNOWING THAT THE SELLER HAS NO LEGAL AUTHORITY OR RENTS KNOWING THE PERSON HAS NO LAWFUL OWNERSHIP IN THE PROPERTY IS GUILTY OF A FELONY; AND BY ADDING SECTION 16-11-795 SO AS TO PROVIDE THAT A PERSON WHO KNOWINGLY PRESENTS TO ANOTHER PERSON A FALSE DOCUMENT PURPORTING TO BE A VALID LEASE AGREEMENT, DEED, OR OTHER INSTRUMENT IS GUILTY OF A MISDEMEANOR.",https://www.scstatehouse.gov/sess126_2025-2026/bills/69.docx
S. 70,School Board Ethics,Hembree,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-19-710 SO AS TO ENHANCE LOCAL SCHOOL GOVERNANCE; BY ADDING SECTION 59-19-720 SO AS TO PROVIDE DEFINITIONS; BY ADDING SECTION 59-19-730 SO AS TO REQUIRE THE STATE BOARD OF EDUCATION TO ADOPT AND REVISE AS NECESSARY A MODEL CODE OF ETHICS FOR LOCAL SCHOOL BOARD MEMBERS, AND REQUIRE THAT A LOCAL SCHOOL BOARD SHALL ADOPT A LOCAL CODE OF ETHICS AT A REGULARLY SCHEDULED MEETING AND SUBMIT A COPY TO THE DEPARTMENT OF EDUCATION WITHIN THIRTY DAYS OF ADOPTION; AND BY AMENDING SECTION 59-19-45, RELATING TO MANDATORY ORIENTATION FOR SCHOOL DISTRICT BOARDS OF TRUSTEES AND COUNTY BOARDS OF EDUCATION, SO AS TO REQUIRE THE STATE BOARD OF EDUCATION TO ADOPT A MODEL TRAINING PROGRAM, WHICH MUST INCLUDE A LOCAL TRAINING PROGRAM.",https://www.scstatehouse.gov/sess126_2025-2026/bills/70.docx
