Bill Name,Summary,Representative,Committee,Preamble,Word Link
H. 3310,Closed primaries,Rep. Burns,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 7-5-115 SO AS TO PROVIDE THAT A PERSON IS NOT ALLOWED TO VOTE IN A PARTISAN PRIMARY ELECTION OR PARTISAN ADVISORY REFERENDUM UNLESS THE PERSON HAS REGISTERED AS BEING A MEMBER OF THAT PARTY; BY AMENDING SECTION 7-5-110, RELATING TO REGISTRATION IN ORDER TO VOTE, SO AS TO PROVIDE THAT A PERSON IS NOT ALLOWED TO VOTE IN A PARTISAN PRIMARY ELECTION OR PARTISAN ADVISORY REFERENDUM UNLESS THE PERSON HAS REGISTERED AS BEING A MEMBER OF THAT POLITICAL PARTY; BY AMENDING SECTION 7-5-170, RELATING TO THE REQUIREMENTS FOR VOTER REGISTRATION, SO AS TO PROVIDE THE REQUIREMENT OF STATING POLITICAL PARTY AFFILIATION, IF ANY, ON THE FORM AND INCLUDING IT IN THE OATH, AND TO REQUIRE THE STATE ELECTION COMMISSION TO ASSIST IN CAPTURING THIS DATA; AND BY AMENDING SECTION 7-9-20, RELATING TO QUALIFICATIONS FOR VOTING IN PRIMARY ELECTIONS, SO AS TO INCLUDE, AS A REQUIREMENT, REGISTERING AS A MEMBER OF THE PARTY AND TO PROVIDE A PROCEDURE FOR CHANGING POLITICAL PARTY AFFILIATION OR NONAFFILIATION AFTER A SELECTION HAS BEEN MADE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3310.docx
H. 3311,Paper ballots,Rep. Burns,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 7-13-1625 SO AS TO PROVIDE THAT ANY VOTING SYSTEM PURCHASED FOR USE IN SOUTH CAROLINA MUST UTILIZE HAND-MARKED PAPER BALLOTS THAT ARE COUNTED BY HAND.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3311.docx
H. 3312,"Motor vehicles, proof of insurance",Rep. Chumley,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-10-225, RELATING TO THE MAINTENANCE OF PROOF OF INSURANCE IN A VEHICLE, SO AS TO CLARIFY THAT A MOTOR VEHICLE MAY NOT BE CONFISCATED BASED ON A VIOLATION OF THIS SECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3312.docx
H. 3313,Antique motor vehicle tags,Rep. Chumley,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-3-2210 AND 56-3-2230, BOTH RELATING TO CLASSIFICATION OF CERTAIN MOTOR VEHICLES AND MOTORCYCLES AS ANTIQUE, SO AS TO CLARIFY THAT ANTIQUE MOTOR VEHICLES MAY BE USED AT NIGHT FOR PURPOSES IDENTIFIED IN THESE SECTIONS IF EQUIPPED WITH WORKING HEADLIGHTS AND REAR LIGHTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3313.docx
H. 3314,Classic cars,Rep. Chumley,"Medical, Military, Public and Municipal Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 1-1-668 SO AS TO DESIGNATE THE RESTORATION, EXHIBITION, SHOWING, AND ENJOYMENT OF CLASSIC AND ANTIQUE MOTOR VEHICLES AS THE OFFICIAL FAMILY-FRIENDLY PASTIME OF THE STATE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3314.docx
H. 3315,Municipal arrest warrants,Rep. Collins,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 22-5-190, RELATING TO WARRANTS ISSUED IN OTHER COUNTIES OR BY MUNICIPAL AUTHORITIES, SO AS TO AUTHORIZE CORRECTIONAL OFFICERS TO SERVE WARRANTS ISSUED BY MUNICIPAL JURISDICTIONS WITHIN THE SAME COUNTY ON A PERSON INCARCERATED IN THAT COUNTY'S JAIL OR DETENTION CENTER WITHOUT THE NECESSITY OF A MAGISTRATE ENDORSING THE WARRANT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3315.docx
H. 3316,Unlawful dissemination of sexually explicit materials,Rep. Garvin,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-15-260 SO AS TO CREATE THE OFFENSE OF UNLAWFUL DISSEMINATION OF SEXUALLY EXPLICIT MATERIALS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3316.docx
H. 3317,Dating violence prevention,Rep. Garvin,Education and Public Works,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-32-10, RELATING TO DEFINITIONS FOR PURPOSES OF THE COMPREHENSIVE HEALTH EDUCATION ACT, SO AS TO DEFINE ""DATING VIOLENCE"" AND ""DATING"" OR ""DATING RELATIONSHIP""; BY AMENDING SECTIONS 59-32-20, 59-32-30, AND 59-32-50, ALL RELATING TO THE REQUIREMENTS OF THE COMPREHENSIVE HEALTH EDUCATION ACT, ALL SO AS TO REQUIRE THE INCLUSION OF DATING VIOLENCE EDUCATION IN THE COMPREHENSIVE HEALTH EDUCATION CURRICULUM AND MAKE CONFORMING CHANGES; BY ADDING SECTION 59-32-35 SO AS TO REQUIRE LOCAL SCHOOL BOARDS TO DEVELOP AND IMPLEMENT A POLICY ON THE TOPIC OF DATING VIOLENCE, AND TO ANNUALLY SUBMIT A REPORT TO THE STATE BOARD OF EDUCATION AND THE DEPARTMENT OF PUBLIC HEALTH IDENTIFYING THE INDIVIDUAL SCHOOLS OFFERING DATING VIOLENCE EDUCATION IN COMPLIANCE WITH THE PROVISIONS OF THIS CHAPTER, AND THE NUMBER OF INSTANCES OF DATING VIOLENCE REPORTED AND ADDRESSED BY EACH SCHOOL; AND BY ADDING SECTION 59-101-220 SO AS TO REQUIRE PUBLIC INSTITUTIONS OF HIGHER LEARNING TO DEVELOP AND IMPLEMENT A POLICY ON THE TOPIC OF DATING VIOLENCE, AND TO ANNUALLY MAINTAIN A REPORT DETAILING THE INSTITUTION'S COMPLIANCE WITH THIS REQUIREMENT AND IDENTIFYING THE NUMBER OF INSTANCES OF DATING VIOLENCE REPORTED AND ADDRESSED BY THE INSTITUTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3317.docx
H. 3318,Special primary runoffs,Rep. Gilliard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-13-190, RELATING TO SPECIAL ELECTIONS TO FILL VACANCIES IN OFFICE, SO AS TO ELIMINATE RUNOFFS FOR SPECIAL PRIMARY ELECTIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3318.docx
H. 3319,Electioneering,Rep. Guffey,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-25-180, RELATING TO THE UNLAWFUL DISTRIBUTION OF CAMPAIGN LITERATURE, SO AS TO DECLARE UNLAWFUL CERTAIN OTHER CONDUCT WITHIN THE PROXIMITY OF AN ENTRANCE TO A POLLING PLACE OR EARLY VOTING LOCATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3319.docx
H. 3320,Standard time,Rep. Burns,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 2 TO CHAPTER 1, TITLE 1 SO AS TO PROVIDE THAT THE TIME KNOWN AS EASTERN STANDARD TIME IS PERMANENTLY THE STANDARD TIME IN SOUTH CAROLINA WITH NO FURTHER ADJUSTMENTS UNDER STATE OR FEDERAL LAW, AND BY PROVIDING FOR PROCEDURAL AND RELATED PROVISIONS TO GIVE THE ABOVE PROVISIONS EFFECT INCLUDING HAVING THE STATE ATTORNEY GENERAL SUBMIT A WAIVER REQUEST TO THE FEDERAL SECRETARY OF TRANSPORTATION PERMITTING AND APPROVING THESE PROVISIONS IN ORDER FOR THEM TO TAKE EFFECT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3320.docx
H. 3321,Statement of economic interest,Rep. Burns,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 8-13-1115 SO AS TO PROVIDE THAT CERTAIN APPOINTED STATE OFFICIALS DO NOT NEED TO FILE A STATEMENT OF ECONOMIC INTEREST OR CAMPAIGN DISCLOSURE FORM.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3321.docx
H. 3322,Tax Litigation,Rep. Caskey,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-2-150 SO AS TO PROVIDE THAT QUESTIONS OF LAW DECIDED BY A COURT MUST BE MADE WITHOUT ANY DEFERENCE TO ANY DETERMINATION OR INTERPRETATION MADE BY THE DEPARTMENT OF REVENUE.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3322.docx
H. 3323,Telephone Solicitation Act,Rep. Chumley,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""TELEPHONE SOLICITATION ACT"" BY ADDING CHAPTER 31 TO TITLE 37 SO AS TO PROVIDE DEFINITIONS, PROHIBIT CERTAIN TELEPHONIC SALES CALLS, PROHIBIT CERTAIN COMMERCIAL TELEPHONE SELLERS FROM USING CERTAIN TECHNOLOGY, TO PROVIDE A REBUTTABLE PRESUMPTION FOR CERTAIN CALLS MADE TO ANY AREA CODE IN THIS STATE, TO PROHIBIT CERTAIN AUTOMATED DIALING OR RECORDED MESSAGES, TO PROVIDE FOR A CERTAIN TIME FRAME FOR COMMERCIAL CALLS, TO PROVIDE FOR LIMITS ON THE NUMBER OF CALLS, TO PROVIDE FOR EXEMPTIONS, AND TO PROVIDE FOR REMEDIES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3323.docx
H. 3324,African-American Confederate Veterans Monument,Rep. Chumley,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 10-1-220 SO AS TO PROVIDE FOR AN AFRICAN AMERICAN CONFEDERATE VETERANS MONUMENT; BY ADDING SECTION 10-1-230 SO AS TO ESTABLISH AN AFRICAN AMERICAN CONFEDERATE VETERANS MONUMENT COMMISSION, TO PROVIDE THE COMPOSITION OF THE COMMISSION, TO PROVIDE THE POWERS AND DUTIES OF THE COMMISSION, TO ESTABLISH A DEADLINE FOR THE SUBMISSION OF A PROPOSED DESIGN AND LOCATION OF THE MONUMENT, AND TO PROVIDE FOR THE DISSOLUTION OF THE COMMISSION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3324.docx
H. 3325,Daylight Saving Time,Rep. Chumley,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 2 TO CHAPTER 1, TITLE 1 SO AS TO PROVIDE THAT THE TIME KNOWN AS EASTERN STANDARD TIME IS ADVANCED BY ONE HOUR BEGINNING AT 2:00 A.M. ON THE SECOND SUNDAY OF MARCH OF 2025, AND BEGINNING ON THIS DATE AND TIME AND THEREAFTER PERMANENTLY BECOMES STANDARD TIME IN SOUTH CAROLINA WITH NO FURTHER ADJUSTMENTS UNDER STATE OR FEDERAL LAW, AND BY PROVIDING FOR PROCEDURAL AND RELATED PROVISIONS TO GIVE THE ABOVE PROVISIONS EFFECT INCLUDING HAVING THE STATE ATTORNEY GENERAL SUBMIT A WAIVER REQUEST TO THE FEDERAL SECRETARY OF TRANSPORTATION PERMITTING AND APPROVING THESE PROVISIONS IN ORDER FOR THEM TO TAKE EFFECT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3325.docx
H. 3326,Bad faith copyright infringement,Rep. Chumley,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 39-5-190 SO AS TO PROVIDE THAT IT IS AN UNLAWFUL TRADE PRACTICE FOR A PERSON OR ENTITY TO MAKE A BAD FAITH ASSERTION OF COPYRIGHT INFRINGEMENT, TO PROVIDE EVIDENTIARY CONSIDERATIONS, AND TO PROVIDE REMEDIES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3326.docx
H. 3327,Educational lottery scholarship grants,Rep. Collins,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-150-380, RELATING TO THE EDUCATIONAL LOTTERY TEACHING SCHOLARSHIP GRANTS PROGRAM, SO AS TO REVISE THE PURPOSES AND FUNDING OF THE PROGRAM TO INCLUDE SCHOLARSHIPS AND GRANTS FOR TEACHERS TO OBTAIN A MASTER'S DEGREE IN THEIR CONTENT AREA, FULL SCHOLARSHIPS TO UNDERGRADUATES WHO CHOOSE TO MAJOR IN EDUCATION, AND GRANTS TO TEACHERS AND CERTIFIED PROSPECTIVE TEACHERS TO REPAY STUDENT LOANS, TO ESTABLISH THE TERMS, CONDITIONS, AND PROCEDURES FOR THESE GRANTS AND SCHOLARSHIP PROGRAMS; BY ADDING SECTION 59-149-170 SO AS TO PROVIDE THAT A STUDENT IS NOT QUALIFIED FOR A LIFE SCHOLARSHIP UNTIL AFTER THE COMPLETION OF HIS FRESHMAN YEAR; AND BY AMENDING SECTION 59-150-370, RELATING TO THE HOPE SCHOLARSHIP, SO AS TO PROVIDE THAT A STUDENT IS NOT QUALIFIED FOR THE HOPE SCHOLARSHIP UNTIL AFTER THE COMPLETION OF HIS FRESHMAN YEAR.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3327.docx
H. 3328,Exceptional needs children's tax credit,Rep. Collins,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-6-3790, RELATING TO THE EDUCATIONAL CREDIT FOR EXCEPTIONAL NEEDS CHILDREN'S FUND, SO AS TO EXPAND THE DEFINITION OF ""EXCEPTIONAL NEEDS CHILD"" TO INCLUDE A CHILD WHO IS IN FOSTER CARE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3328.docx
H. 3329,Sales Tax Exemption,Rep. Collins,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-36-2120, RELATING TO SALES TAX EXEMPTIONS SO AS TO PROVIDE A SALES TAX EXEMPTION FOR DIAPERS AND TOILET PAPER.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3329.docx
H. 3330,School district operating expenses,Rep. Collins,Education and Public Works,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-17-180 SO AS TO PROVIDE THAT A SCHOOL DISTRICT MAY NOT EXPEND MORE THAN A CERTAIN AMOUNT OF ITS BUDGET ON OPERATIONAL EXPENSES.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3330.docx
H. 3331,Teaching scholarship,Rep. Collins,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 59-104-20, RELATING TO THE PALMETTO FELLOWS SCHOLARSHIP PROGRAM SO AS TO PROVIDE THAT A STUDENT WHO IS ELIGIBLE FOR THE PALMETTO FELLOWS SCHOLARSHIP AND IS ENROLLED IN THE SOUTH CAROLINA TEACHING FELLOWS PROGRAM IS ELIGIBLE FOR A SUPPLEMENTAL TEACHING SCHOLARSHIP, TO PROVIDE THAT THE STUDENT SHALL COMMIT TO TEACH IN A SOUTH CAROLINA PUBLIC SCHOOL FOR SEVEN YEARS AFTER GRADUATION, AND TO PROVIDE THAT IF A STUDENT DOES NOT TEACH IN A SOUTH CAROLINA PUBLIC SCHOOL FOR THE FIRST SEVEN YEARS AFTER GRADUATION, THE STUDENT SHALL RETURN A CERTAIN AMOUNT OF THE SUPPLEMENTAL TEACHING SCHOLARSHIP.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3331.docx
H. 3332,Statewide millage,Rep. Collins,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 12-37-130 SO AS TO PROVIDE THAT THE GENERAL ASSEMBLY ANNUALLY BY JOINT RESOLUTION SHALL IMPOSE A STATEWIDE MILLAGE ON ALL REAL AND PERSONAL PROPERTY SUBJECT TO PROPERTY TAX IN THIS STATE FOR THE PURPOSE OF RAISING REVENUE FOR PUBLIC SCHOOL OPERATIONS AND IN THE JOINT RESOLUTION IMPOSING THE TAX SHALL PROVIDE THE PLAN OF DISTRIBUTING THE REVENUE FOR THE APPLICABLE FISCAL YEAR TO THE SCHOOL DISTRICTS OF THE STATE; AND BY AMENDING SECTION 12-37-220, RELATING TO PROPERTY TAX EXEMPTIONS SO AS TO EXEMPT ONE HUNDRED PERCENT OF THE FAIR MARKET VALUE OF ALL REAL AND PERSONAL PROPERTY SUBJECT TO PROPERTY TAX IN THIS STATE FROM PROPERTY TAX MILLAGE IMPOSED BY A SCHOOL DISTRICT FOR SCHOOL OPERATIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3332.docx
H. 3333,Tax Increment Financing,,"Medical, Military, Public and Municipal Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 31-12-30, RELATING TO REDEVELOPMENT OF FEDERAL MILITARY INSTALLATIONS DEFINITIONS, SO AS TO PROVIDE THAT A REDEVELOPMENT PROJECT INCLUDES CERTAIN AFFORDABLE HOUSING PROJECTS; AND BY AMENDING SECTION 31-12-210, RELATING TO ISSUANCE OF OBLIGATIONS FOR REDEVELOPMENT PROJECT BY MUNICIPALITY, SO AS TO PROVIDE WHEN CERTAIN OBLIGATIONS MUST BE ISSUED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3333.docx
H. 3334,South Carolina Government Efficiency Act,Rep. Davis,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA GOVERNMENT EFFICIENCY ACT"" BY ADDING SECTION 1-1-1050 SO AS TO CREATE THE SOUTH CAROLINA GOVERNMENT EFFICIENCY TASK FORCE TO DEVELOP RECOMMENDATIONS FOR IMPROVING GOVERNMENTAL OPERATIONS AND REDUCING COSTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3334.docx
H. 3335,Designation of representation in magistrates court,Rep. Dillard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 33-1-103, RELATING TO DESIGNATION OF REPRESENTATION IN MAGISTRATES COURT, SO AS TO INCLUDE HOUSING AUTHORITIES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3335.docx
H. 3336,Housing discrimination,Rep. Dillard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTIONS 31-21-40, 31-21-50, AND 31-21-60, ALL RELATING TO HOUSING DISCRIMINATION, SO AS TO PROVIDE THAT AN INDIVIDUAL MAY NOT BE DISCRIMINATED AGAINST DUE TO DISABILITY OR SOURCE OF INCOME.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3336.docx
H. 3337,Aging with Dignity Tax Credit,Rep. Dillard,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""AGING WITH DIGNITY ACT"" BY ADDING SECTION 12-6-3830 SO AS TO PROVIDE FOR AN INCOME TAX CREDIT FOR A TAXPAYER WHO IS CARING FOR A SENIOR FAMILY MEMBER.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3337.docx
H. 3338,Sales tax exemption,Rep. Dillard,Ways and Means,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-36-2120, RELATING TO EXEMPTIONS FROM SALES TAX, SO AS TO PROVIDE EXEMPTIONS FOR DIAPERS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3338.docx
H. 3339,Evictions,Rep. Dillard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 27-37-10, RELATING TO GROUNDS FOR EJECTMENT OF TENANT, SO AS TO CHANGE THE TIME WHEN AN EVICTION MAY BE IMPLEMENTED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3339.docx
H. 3340,Campsite rental fee discount,Rep. Forrest,"Medical, Military, Public and Municipal Affairs","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 51-3-65, RELATING TO FEE STRUCTURE ADJUSTMENTS FOR STATE PARKS, SO AS TO PROVIDE DISCOUNTS TO CERTAIN MILITARY MEMBERS, RETIREES, AND VETERANS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3340.docx
H. 3341,Discrimination,Rep. Garvin,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTIONS 31-21-65, 59-63-41, AND 45-9-11 SO AS TO MAKE IT UNLAWFUL AND AGAINST PUBLIC POLICY OF THIS STATE IN HOUSING, EDUCATION, AND PUBLIC ACCOMMODATIONS TO DISCRIMINATE ON THE BASIS OF RACE, COLOR, OR NATIONAL ORIGIN, INCLUDING DISCRIMINATING AGAINST CERTAIN FACIAL FEATURES, HAIR TEXTURES, HAIR TYPES, AND HAIR STYLES ASSOCIATED WITH RACE; BY AMENDING SECTION 1-13-30, RELATING TO DEFINITIONS, SO AS TO ADD CLARIFYING DEFINITIONS TO MAKE IT UNLAWFUL AND AGAINST PUBLIC POLICY OF THIS STATE IN EMPLOYMENT TO DISCRIMINATE ON THE BASIS OF RACE, COLOR, OR NATIONAL ORIGIN; AND BY AMENDING SECTION 1-13-80, RELATING TO EXCEPTIONS TO UNLAWFUL EMPLOYMENT PRACTICES, SO AS TO PROVIDE AN EXCEPTION TO COVERED EMPLOYERS ALLOWING THEM TO PROHIBIT CERTAIN FACIAL FEATURES, HAIR TEXTURES, HAIR TYPES, AND HAIRSTYLES ASSOCIATED WITH RACE WHEN NECESSARY TO THE HEALTH AND SAFETY OF THE EMPLOYEE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3341.docx
H. 3342,Hearing aids,Rep. Garvin,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 38-71-48 SO AS TO PROVIDE DEFINITIONS, TO REQUIRE ALL HEALTH INSURANCE AND GROUP HEALTH BENEFIT PLANS TO COVER HEARING AIDS AND REPLACEMENT HEARING AIDS FOR INSUREDS WITH IMPAIRED HEARING, AND TO PROVIDE FOR THE SCOPE OF COVERAGE, AMONG OTHER THINGS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3342.docx
H. 3343,Chinese Land Ownership Prohibition,,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 27-1-80 SO AS TO PROVIDE THAT CERTAIN COMPANIES OWNED, IN WHOLE OR IN PART, BY THE PEOPLE'S REPUBLIC OF CHINA OR THE CHINESE COMMUNIST PARTY MAY NOT OWN, LEASE, POSSESS, OR EXERCISE ANY CONTROL OVER ANY LAND OR REAL ESTATE LOCATED WITHIN FIFTY MILES OF A STATE OR FEDERAL MILITARY BASE OR INSTALLATION FOR THE PURPOSE OF INSTALLING OR ERECTING CERTAIN TOWERS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3343.docx
H. 3344,State Infrastructure Protection Act,,"Labor, Commerce and Industry",A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 11-1-130 SO AS TO PROHIBIT CERTAIN CONTRACTS WITH CERTAIN FOREIGN-OWNED COMPANIES IN CONNECTION WITH CRITICAL INFRASTRUCTURE.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3344.docx
H. 3345,South Carolina Mentoring Day,Rep. Gilliam,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-320 SO AS TO PROVIDE THAT THE TWENTIETH DAY OF JANUARY OF EACH YEAR IS DESIGNATED AS ""SOUTH CAROLINA MENTORING DAY.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3345.docx
H. 3346,South Carolina Rent Control Act,Rep. Gilliard,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SOUTH CAROLINA RENT CONTROL ACT"" BY ADDING SECTION 27-39-370 SO AS TO PROVIDE RESTRICTIONS ON RAISING RESIDENTIAL RENT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3346.docx
H. 3347,Public housing,Rep. Gilliard,"Labor, Commerce and Industry",A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 31-3-60 SO AS TO PROVIDE THAT MAINTENANCE PERSONNEL ARE REQUIRED TO HAVE A VALID LICENSE OR CERTIFICATION IN ORDER TO PERFORM WORK FOR A PUBLIC HOUSING AUTHORITY.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3347.docx
H. 3348,Studen Loan Forgiveness,Rep. Gilliard,Ways and Means,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-1-505 SO AS TO PROVIDE THAT ALL REGISTERED NURSES AND DOCTORS PRACTICING IN THIS STATE QUALIFY FOR STUDENT LOAN FORGIVENESS AND TO PROVIDE FOR CERTAIN APPROPRIATIONS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3348.docx
H. 3349,Student Loan Forgiveness,Rep. Gilliard,Invitations and Memorial Resolutions,A HOUSE RESOLUTION TO URGE MEMBERS OF THE UNITED STATES CONGRESS TO ENACT FEDERAL LEGISLATION TO FORGIVE THE STUDENT LOAN DEBT OF ALL REGISTERED NURSES AND DOCTORS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3349.docx
H. 3350,Internal dispute resolution,Rep. Guest,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 27-30-120, RELATING TO THE SOUTH CAROLINA HOMEOWNERS ASSOCIATION ACT DEFINITIONS, SO AS TO ADD DEFINITION OF ""INTERNAL DISPUTE RESOLUTION PROCESS""; BY AMENDING SECTION 27-30-140, RELATING TO ANNUAL BUDGET INCREASES, SO AS TO PROVIDE FOR CERTAIN NOTICES FOR HOLDING MEETINGS; BY AMENDING SECTION 27-30-150, RELATING TO APPLICATION OF ACCESS TO DOCUMENTS PROVISIONS, SO AS TO PROVIDE FOR PROVISIONS THAT APPLY TO CERTAIN HOMEOWNERS ASSOCIATIONS; BY ADDING SECTION 27-30-155 SO AS TO PROVIDE THAT HOMEOWNERS ASSOCIATIONS SHALL ESTABLISH AN INTERNAL DISPUTE RESOLUTION PROCESS; BY AMENDING SECTION 27-30-160, RELATING TO JURISDICTION OF MAGISTRATES COURT, SO AS TO PROVIDE THAT THE MAGISTRATES COURT HAS JURISDICTION OVER ALL MATTERS BETWEEN A HOMEOWNER AND A HOMEOWNERS ASSOCIATION; AND BY AMENDING SECTION 27-30-340, RELATING TO COMPLAINTS FROM HOMEOWNERS OR HOMEOWNERS ASSOCIATIONS, SO AS TO PROVIDE THAT COPIES OF CERTAIN DOCUMENTS MUST BE INCLUDED IN COMPLAINTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3350.docx
H. 3351,Time sharing,Rep. Guest,"Labor, Commerce and Industry","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 27-32-40, RELATING TO FURNISHING COPIES OF TIMESHARE CONTRACTS TO PURCHASERS, SO AS TO PROVIDE THAT A PURCHASER MAY CANCEL THE CONTRACT WITHIN TEN DAYS OF SIGNING.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3351.docx
